image_id,category_id,area,bbox,iscrowd,bbox_id,x_min,y_min,x_max,y_max,w,h
3799,7,41797.63,"[336.7, 417.1, 256.9, 162.7]",0,18003,336.7,417.1,593.5999999999999,579.8,256.9,162.7
3800,8,24470.5,"[199.6, 49.1, 109.0, 224.5]",0,18004,199.6,49.1,308.6,273.6,109.0,224.5
3800,8,38756.04,"[214.1, 244.8, 130.8, 296.3]",0,18005,214.1,244.8,344.9,541.1,130.8,296.3
3800,8,4442.44,"[303.7, 82.6, 55.6, 79.9]",0,18006,303.7,82.6,359.3,162.5,55.6,79.9
3800,8,41567.12,"[255.0, 80.6, 159.2, 261.1]",0,18007,255.0,80.6,414.2,341.70000000000005,159.2,261.1
3800,8,48305.66,"[369.3, 159.8, 174.2, 277.3]",0,18008,369.3,159.8,543.5,437.1,174.2,277.3
3800,8,110252.52,"[301.7, 446.0, 281.4, 391.8]",0,18009,301.7,446.0,583.0999999999999,837.8,281.4,391.8
3800,8,320084.1,"[429.5, 268.2, 483.0, 662.7]",0,18010,429.5,268.2,912.5,930.9000000000001,483.0,662.7
3800,2,926.59,"[518.9, 379.6, 42.7, 21.7]",0,18011,518.9,379.6,561.6,401.3,42.7,21.7
3800,2,1586.72,"[659.0, 338.3, 42.2, 37.6]",0,18012,659.0,338.3,701.2,375.90000000000003,42.2,37.6
3800,2,6919.61,"[482.8, 347.1, 150.1, 46.1]",0,18013,482.8,347.1,632.9,393.20000000000005,150.1,46.1
3801,6,297318.08,"[291.0, 354.5, 495.2, 600.4]",0,18014,291.0,354.5,786.2,954.9,495.2,600.4
3802,2,176635.4,"[423.3, 365.8, 408.5, 432.4]",0,18015,423.3,365.8,831.8,798.2,408.5,432.4
3802,1,221526.36,"[0.0, 449.8, 578.7, 382.8]",0,18016,0.0,449.8,578.7,832.6,578.7,382.8
3803,8,50673.76,"[351.5, 313.4, 337.6, 150.1]",0,18017,351.5,313.4,689.1,463.5,337.6,150.1
3803,8,61027.36,"[531.0, 820.3, 327.4, 186.4]",0,18018,531.0,820.3,858.4,1006.6999999999999,327.4,186.4
3803,8,11103.87,"[730.4, 824.1, 107.7, 103.1]",0,18019,730.4,824.1,838.1,927.2,107.7,103.1
3803,8,86535.75,"[418.2, 768.3, 397.5, 217.7]",0,18020,418.2,768.3,815.7,986.0,397.5,217.7
3803,6,276534.26,"[339.0, 418.3, 598.3, 462.2]",0,18021,339.0,418.3,937.3,880.5,598.3,462.2
3803,6,26030.94,"[523.5, 479.5, 290.2, 89.7]",0,18022,523.5,479.5,813.7,569.2,290.2,89.7
3803,6,27794.26,"[409.1, 405.6, 137.8, 201.7]",0,18023,409.1,405.6,546.9000000000001,607.3,137.8,201.7
3803,6,49405.46,"[448.7, 569.4, 404.3, 122.2]",0,18024,448.7,569.4,853.0,691.6,404.3,122.2
3803,6,45703.98,"[481.9, 729.4, 305.1, 149.8]",0,18025,481.9,729.4,787.0,879.2,305.1,149.8
3803,6,77647.23,"[416.8, 630.6, 451.7, 171.9]",0,18026,416.8,630.6,868.5,802.5,451.7,171.9
3803,6,29684.67,"[823.5, 861.5, 182.9, 162.3]",0,18027,823.5,861.5,1006.4,1023.8,182.9,162.3
3803,8,21243.6,"[929.2, 799.0, 94.5, 224.8]",0,18028,929.2,799.0,1023.7,1023.8,94.5,224.8
3804,1,28841.46,"[135.1, 652.2, 334.2, 86.3]",0,18029,135.1,652.2,469.29999999999995,738.5,334.2,86.3
3804,6,50653.4,"[489.7, 511.0, 261.1, 194.0]",0,18030,489.7,511.0,750.8,705.0,261.1,194.0
3804,2,22220.32,"[624.0, 495.1, 122.9, 180.8]",0,18031,624.0,495.1,746.9,675.9000000000001,122.9,180.8
3804,1,6370.58,"[870.1, 481.2, 139.4, 45.7]",0,18032,870.1,481.2,1009.5,526.9,139.4,45.7
3804,8,13656.48,"[317.7, 412.8, 123.7, 110.4]",0,18033,317.7,412.8,441.4,523.2,123.7,110.4
3804,8,5756.81,"[225.8, 496.1, 73.9, 77.9]",0,18034,225.8,496.1,299.70000000000005,574.0,73.9,77.9
3805,2,1048.38,"[519.4, 371.0, 60.6, 17.3]",0,18035,519.4,371.0,580.0,388.3,60.6,17.3
3805,7,132677.16,"[395.9, 484.6, 570.9, 232.4]",0,18036,395.9,484.6,966.8,717.0,570.9,232.4
3805,7,116372.28,"[339.0, 425.1, 580.7, 200.4]",0,18037,339.0,425.1,919.7,625.5,580.7,200.4
3805,8,284533.5,"[0.0, 390.3, 539.4, 527.5]",0,18038,0.0,390.3,539.4,917.8,539.4,527.5
3805,8,25006.52,"[95.5, 520.1, 177.1, 141.2]",0,18039,95.5,520.1,272.6,661.3,177.1,141.2
3806,2,156487.91,"[447.5, 0.0, 343.1, 456.1]",0,18040,447.5,0.0,790.6,456.1,343.1,456.1
3806,1,1765.48,"[241.5, 852.0, 40.4, 43.7]",0,18041,241.5,852.0,281.9,895.7,40.4,43.7
3806,2,116003.4,"[232.6, 706.4, 397.0, 292.2]",0,18042,232.6,706.4,629.6,998.5999999999999,397.0,292.2
3806,2,252778.74,"[258.0, 442.2, 486.3, 519.8]",0,18043,258.0,442.2,744.3,962.0,486.3,519.8
3806,2,59166.38,"[374.9, 653.9, 263.9, 224.2]",0,18044,374.9,653.9,638.8,878.0999999999999,263.9,224.2
3806,2,104546.52,"[412.7, 676.6, 301.2, 347.1]",0,18045,412.7,676.6,713.9,1023.7,301.2,347.1
3806,2,206696.27,"[278.3, 282.4, 382.7, 540.1]",0,18046,278.3,282.4,661.0,822.5,382.7,540.1
3806,3,9343.62,"[600.9, 474.4, 72.6, 128.7]",0,18047,600.9,474.4,673.5,603.0999999999999,72.6,128.7
3806,1,2539.76,"[551.4, 218.1, 42.4, 59.9]",0,18048,551.4,218.1,593.8,278.0,42.4,59.9
3807,4,89004.74,"[212.5, 248.8, 235.4, 378.1]",0,18049,212.5,248.8,447.9,626.9000000000001,235.4,378.1
3807,4,144719.58,"[573.0, 441.1, 347.8, 416.1]",0,18050,573.0,441.1,920.8,857.2,347.8,416.1
3807,8,6528.83,"[0.0, 659.3, 97.3, 67.1]",0,18051,0.0,659.3,97.3,726.4,97.3,67.1
3808,10,707236.98,"[34.9, 157.2, 892.3, 792.6]",0,18052,34.9,157.2,927.1999999999999,949.8,892.3,792.6
3809,8,22522.5,"[391.8, 288.3, 115.5, 195.0]",0,18053,391.8,288.3,507.3,483.3,115.5,195.0
3809,8,6745.83,"[435.8, 316.4, 63.7, 105.9]",0,18054,435.8,316.4,499.5,422.29999999999995,63.7,105.9
3809,8,15087.76,"[856.7, 48.0, 166.9, 90.4]",0,18055,856.7,48.0,1023.6,138.4,166.9,90.4
3809,7,8739.36,"[443.9, 626.3, 86.7, 100.8]",0,18056,443.9,626.3,530.6,727.0999999999999,86.7,100.8
3809,8,9978.15,"[264.5, 436.8, 136.5, 73.1]",0,18057,264.5,436.8,401.0,509.9,136.5,73.1
3809,8,10530.27,"[259.4, 473.1, 116.1, 90.7]",0,18058,259.4,473.1,375.5,563.8000000000001,116.1,90.7
3809,8,59572.25,"[0.0, 358.1, 267.5, 222.7]",0,18059,0.0,358.1,267.5,580.8,267.5,222.7
3809,8,3703.92,"[367.7, 465.0, 48.8, 75.9]",0,18060,367.7,465.0,416.5,540.9,48.8,75.9
3809,8,21628.75,"[258.0, 509.0, 162.5, 133.1]",0,18061,258.0,509.0,420.5,642.1,162.5,133.1
3809,8,71609.75,"[0.0, 493.7, 267.5, 267.7]",0,18062,0.0,493.7,267.5,761.4,267.5,267.7
3809,8,26323.2,"[62.3, 453.8, 192.0, 137.1]",0,18063,62.3,453.8,254.3,590.9,192.0,137.1
3809,8,29494.08,"[157.5, 564.8, 239.4, 123.2]",0,18064,157.5,564.8,396.9,688.0,239.4,123.2
3809,8,102674.05,"[54.5, 611.8, 338.3, 303.5]",0,18065,54.5,611.8,392.8,915.3,338.3,303.5
3809,7,33631.89,"[398.6, 416.5, 151.7, 221.7]",0,18066,398.6,416.5,550.3,638.2,151.7,221.7
3809,7,14493.64,"[486.6, 301.7, 103.6, 139.9]",0,18067,486.6,301.7,590.2,441.6,103.6,139.9
3809,7,14526.4,"[501.8, 201.1, 129.7, 112.0]",0,18068,501.8,201.1,631.5,313.1,129.7,112.0
3809,8,251458.52,"[491.3, 120.4, 532.3, 472.4]",0,18069,491.3,120.4,1023.5999999999999,592.8,532.3,472.4
3809,8,251754.06,"[424.0, 552.6, 599.7, 419.8]",0,18070,424.0,552.6,1023.7,972.4000000000001,599.7,419.8
3809,1,1473.2,"[308.8, 578.5, 50.8, 29.0]",0,18071,308.8,578.5,359.6,607.5,50.8,29.0
3810,1,4820.02,"[390.4, 863.2, 120.2, 40.1]",0,18072,390.4,863.2,510.59999999999997,903.3000000000001,120.2,40.1
3810,2,414473.49,"[87.4, 393.9, 852.3, 486.3]",0,18073,87.4,393.9,939.6999999999999,880.2,852.3,486.3
3810,2,194837.04,"[315.9, 77.7, 528.3, 368.8]",0,18074,315.9,77.7,844.1999999999999,446.5,528.3,368.8
3810,2,810151.3,"[0.0, 121.4, 989.8, 818.5]",0,18075,0.0,121.4,989.8,939.9,989.8,818.5
3811,1,225386.01,"[276.0, 333.2, 462.9, 486.9]",0,18076,276.0,333.2,738.9,820.0999999999999,462.9,486.9
3812,4,106333.92,"[403.8, 381.0, 352.8, 301.4]",0,18077,403.8,381.0,756.6,682.4,352.8,301.4
3813,6,327496.66,"[227.6, 232.4, 539.8, 606.7]",0,18078,227.6,232.4,767.4,839.1,539.8,606.7
3813,1,7111.44,"[473.1, 254.5, 71.4, 99.6]",0,18079,473.1,254.5,544.5,354.1,71.4,99.6
3814,6,57992.12,"[451.9, 279.1, 155.6, 372.7]",0,18080,451.9,279.1,607.5,651.8,155.6,372.7
3815,6,70359.3,"[351.2, 514.8, 253.0, 278.1]",0,18081,351.2,514.8,604.2,792.9,253.0,278.1
3816,1,81587.2,"[428.0, 194.1, 318.7, 256.0]",0,18082,428.0,194.1,746.7,450.1,318.7,256.0
3816,1,29704.04,"[402.4, 296.3, 190.9, 155.6]",0,18083,402.4,296.3,593.3,451.9,190.9,155.6
3816,5,111532.41,"[308.0, 403.0, 465.3, 239.7]",0,18084,308.0,403.0,773.3,642.7,465.3,239.7
3816,8,27918.06,"[90.2, 320.0, 139.8, 199.7]",0,18085,90.2,320.0,230.0,519.7,139.8,199.7
3817,6,5253.64,"[459.9, 132.1, 40.6, 129.4]",0,18086,459.9,132.1,500.5,261.5,40.6,129.4
3817,1,1909.68,"[461.7, 241.4, 29.2, 65.4]",0,18087,461.7,241.4,490.9,306.8,29.2,65.4
3817,2,282702.93,"[490.7, 48.1, 533.1, 530.3]",0,18088,490.7,48.1,1023.8,578.4,533.1,530.3
3817,2,39088.52,"[335.2, 195.4, 179.8, 217.4]",0,18089,335.2,195.4,515.0,412.8,179.8,217.4
3817,6,7235.44,"[840.9, 534.7, 60.7, 119.2]",0,18090,840.9,534.7,901.6,653.9000000000001,60.7,119.2
3817,2,347.7,"[721.0, 816.1, 18.3, 19.0]",0,18091,721.0,816.1,739.3,835.1,18.3,19.0
3817,8,73367.14,"[854.3, 487.3, 169.4, 433.1]",0,18092,854.3,487.3,1023.6999999999999,920.4000000000001,169.4,433.1
3817,8,91000.0,"[673.5, 484.6, 208.0, 437.5]",0,18093,673.5,484.6,881.5,922.1,208.0,437.5
3817,6,17390.93,"[460.7, 362.0, 121.7, 142.9]",0,18094,460.7,362.0,582.4,504.9,121.7,142.9
3817,8,19825.03,"[4.6, 523.5, 117.1, 169.3]",0,18095,4.6,523.5,121.69999999999999,692.8,117.1,169.3
3817,10,8320.62,"[0.0, 766.0, 46.2, 180.1]",0,18096,0.0,766.0,46.2,946.1,46.2,180.1
3817,2,972.26,"[0.0, 733.5, 17.3, 56.2]",0,18097,0.0,733.5,17.3,789.7,17.3,56.2
3817,2,484921.2,"[35.8, 223.5, 606.0, 800.2]",0,18098,35.8,223.5,641.8,1023.7,606.0,800.2
3817,6,38883.56,"[677.3, 186.6, 168.4, 230.9]",0,18099,677.3,186.6,845.6999999999999,417.5,168.4,230.9
3817,8,9081.7,"[728.1, 363.0, 92.2, 98.5]",0,18100,728.1,363.0,820.3000000000001,461.5,92.2,98.5
3818,8,24873.44,"[491.2, 70.1, 132.8, 187.3]",0,18101,491.2,70.1,624.0,257.4,132.8,187.3
3818,2,13116.6,"[566.3, 100.9, 94.5, 138.8]",0,18102,566.3,100.9,660.8,239.70000000000002,94.5,138.8
3818,8,59344.02,"[607.2, 147.0, 225.3, 263.4]",0,18103,607.2,147.0,832.5,410.4,225.3,263.4
3818,8,36639.26,"[690.8, 350.5, 152.6, 240.1]",0,18104,690.8,350.5,843.4,590.6,152.6,240.1
3818,6,661.23,"[738.3, 412.1, 27.9, 23.7]",0,18105,738.3,412.1,766.1999999999999,435.8,27.9,23.7
3818,6,2628.27,"[703.0, 423.6, 55.1, 47.7]",0,18106,703.0,423.6,758.1,471.3,55.1,47.7
3818,6,839.22,"[704.8, 406.7, 39.4, 21.3]",0,18107,704.8,406.7,744.1999999999999,428.0,39.4,21.3
3818,6,3231.36,"[757.3, 424.0, 56.1, 57.6]",0,18108,757.3,424.0,813.4,481.6,56.1,57.6
3818,8,58281.88,"[137.9, 217.4, 213.8, 272.6]",0,18109,137.9,217.4,351.70000000000005,490.0,213.8,272.6
3818,8,71231.76,"[264.1, 126.6, 233.7, 304.8]",0,18110,264.1,126.6,497.8,431.4,233.7,304.8
3818,8,167132.54,"[384.8, 170.3, 320.3, 521.8]",0,18111,384.8,170.3,705.1,692.0999999999999,320.3,521.8
3818,2,43507.2,"[113.3, 554.0, 176.0, 247.2]",0,18112,113.3,554.0,289.3,801.2,176.0,247.2
3818,8,209813.46,"[198.1, 377.2, 374.6, 560.1]",0,18113,198.1,377.2,572.7,937.3,374.6,560.1
3818,2,3128.4,"[749.2, 202.8, 66.0, 47.4]",0,18114,749.2,202.8,815.2,250.20000000000002,66.0,47.4
3819,6,120129.76,"[278.3, 272.9, 503.9, 238.4]",0,18115,278.3,272.9,782.2,511.29999999999995,503.9,238.4
3820,2,498371.38,"[26.1, 379.9, 910.6, 547.3]",0,18116,26.1,379.9,936.7,927.1999999999999,910.6,547.3
3820,2,1540.71,"[574.6, 668.2, 47.7, 32.3]",0,18117,574.6,668.2,622.3000000000001,700.5,47.7,32.3
3820,2,5585.31,"[590.2, 678.3, 68.7, 81.3]",0,18118,590.2,678.3,658.9000000000001,759.5999999999999,68.7,81.3
3820,2,915.6,"[247.9, 644.3, 42.0, 21.8]",0,18119,247.9,644.3,289.9,666.0999999999999,42.0,21.8
3820,2,9113.3,"[468.0, 693.8, 138.5, 65.8]",0,18120,468.0,693.8,606.5,759.5999999999999,138.5,65.8
3820,2,11819.47,"[475.1, 668.7, 154.1, 76.7]",0,18121,475.1,668.7,629.2,745.4000000000001,154.1,76.7
3820,2,14488.86,"[274.6, 654.2, 213.7, 67.8]",0,18122,274.6,654.2,488.3,722.0,213.7,67.8
3820,2,160806.44,"[277.3, 437.1, 662.3, 242.8]",0,18123,277.3,437.1,939.5999999999999,679.9000000000001,662.3,242.8
3820,2,309029.7,"[231.6, 107.2, 707.0, 437.1]",0,18124,231.6,107.2,938.6,544.3000000000001,707.0,437.1
3820,2,92612.04,"[0.0, 520.1, 183.9, 503.6]",0,18125,0.0,520.1,183.9,1023.7,183.9,503.6
3820,2,2009.0,"[365.4, 428.7, 41.0, 49.0]",0,18126,365.4,428.7,406.4,477.7,41.0,49.0
3820,2,138898.44,"[311.2, 146.5, 423.6, 327.9]",0,18127,311.2,146.5,734.8,474.4,423.6,327.9
3820,2,108584.84,"[395.5, 469.1, 518.8, 209.3]",0,18128,395.5,469.1,914.3,678.4000000000001,518.8,209.3
3820,2,33821.84,"[448.7, 445.0, 382.6, 88.4]",0,18129,448.7,445.0,831.3,533.4,382.6,88.4
3820,1,25349.88,"[51.8, 877.5, 181.2, 139.9]",0,18130,51.8,877.5,233.0,1017.4,181.2,139.9
3821,8,115647.84,"[287.8, 341.3, 323.4, 357.6]",0,18131,287.8,341.3,611.2,698.9000000000001,323.4,357.6
3822,7,125047.84,"[384.0, 392.8, 320.8, 389.8]",0,18132,384.0,392.8,704.8,782.6,320.8,389.8
3822,7,25664.12,"[444.4, 458.5, 184.9, 138.8]",0,18133,444.4,458.5,629.3,597.3,184.9,138.8
3822,2,118782.28,"[172.4, 521.1, 328.4, 361.7]",0,18134,172.4,521.1,500.79999999999995,882.8,328.4,361.7
3822,2,1540.11,"[293.6, 714.8, 42.9, 35.9]",0,18135,293.6,714.8,336.5,750.6999999999999,42.9,35.9
3822,2,20746.74,"[204.2, 556.7, 105.1, 197.4]",0,18136,204.2,556.7,309.29999999999995,754.1,105.1,197.4
3822,2,27714.58,"[212.6, 547.6, 209.8, 132.1]",0,18137,212.6,547.6,422.4,679.7,209.8,132.1
3822,8,171076.08,"[458.2, 0.0, 442.4, 386.7]",0,18138,458.2,0.0,900.5999999999999,386.7,442.4,386.7
3822,1,1132.56,"[834.0, 341.0, 42.9, 26.4]",0,18139,834.0,341.0,876.9,367.4,42.9,26.4
3822,7,27951.17,"[494.7, 461.2, 274.3, 101.9]",0,18140,494.7,461.2,769.0,563.1,274.3,101.9
3822,7,73764.36,"[454.6, 308.1, 425.4, 173.4]",0,18141,454.6,308.1,880.0,481.5,425.4,173.4
3822,7,32036.46,"[688.0, 520.8, 209.8, 152.7]",0,18142,688.0,520.8,897.8,673.5,209.8,152.7
3822,8,8030.55,"[677.8, 0.0, 78.5, 102.3]",0,18143,677.8,0.0,756.3,102.3,78.5,102.3
3822,7,57007.08,"[475.9, 204.5, 281.1, 202.8]",0,18144,475.9,204.5,757.0,407.3,281.1,202.8
3822,2,32398.8,"[263.9, 596.3, 220.4, 147.0]",0,18145,263.9,596.3,484.29999999999995,743.3,220.4,147.0
3822,7,37532.72,"[729.1, 350.5, 143.2, 262.1]",0,18146,729.1,350.5,872.3,612.6,143.2,262.1
3822,1,3653.9,"[211.8, 832.7, 61.0, 59.9]",0,18147,211.8,832.7,272.8,892.6,61.0,59.9
3823,1,4030.48,"[294.0, 522.1, 60.7, 66.4]",0,18148,294.0,522.1,354.7,588.5,60.7,66.4
3823,2,112098.92,"[344.2, 176.3, 237.8, 471.4]",0,18149,344.2,176.3,582.0,647.7,237.8,471.4
3824,5,58946.94,"[152.0, 647.1, 315.9, 186.6]",0,18150,152.0,647.1,467.9,833.7,315.9,186.6
3824,1,159212.9,"[460.9, 491.3, 499.1, 319.0]",0,18151,460.9,491.3,960.0,810.3,499.1,319.0
3824,8,30375.03,"[563.5, 305.1, 132.7, 228.9]",0,18152,563.5,305.1,696.2,534.0,132.7,228.9
3824,2,24520.63,"[151.0, 836.1, 148.7, 164.9]",0,18153,151.0,836.1,299.7,1001.0,148.7,164.9
3824,8,31311.0,"[702.0, 810.7, 147.0, 213.0]",0,18154,702.0,810.7,849.0,1023.7,147.0,213.0
3825,2,27337.56,"[362.0, 452.3, 163.6, 167.1]",0,18155,362.0,452.3,525.6,619.4,163.6,167.1
3825,2,2450.5,"[412.8, 408.1, 32.5, 75.4]",0,18156,412.8,408.1,445.3,483.5,32.5,75.4
3825,2,1155.07,"[430.7, 441.9, 20.3, 56.9]",0,18157,430.7,441.9,451.0,498.79999999999995,20.3,56.9
3825,2,3678.3,"[442.2, 394.4, 30.5, 120.6]",0,18158,442.2,394.4,472.7,515.0,30.5,120.6
3825,2,9121.2,"[438.2, 371.3, 66.0, 138.2]",0,18159,438.2,371.3,504.2,509.5,66.0,138.2
3825,1,1580.04,"[469.0, 504.4, 34.2, 46.2]",0,18160,469.0,504.4,503.2,550.6,34.2,46.2
3825,2,26145.9,"[458.5, 507.7, 171.0, 152.9]",0,18161,458.5,507.7,629.5,660.6,171.0,152.9
3825,2,80720.64,"[454.1, 527.2, 352.8, 228.8]",0,18162,454.1,527.2,806.9000000000001,756.0,352.8,228.8
3825,8,6161.83,"[558.1, 582.6, 85.7, 71.9]",0,18163,558.1,582.6,643.8000000000001,654.5,85.7,71.9
3825,8,1905.75,"[580.7, 596.8, 52.5, 36.3]",0,18164,580.7,596.8,633.2,633.0999999999999,52.5,36.3
3825,2,80643.42,"[612.9, 806.9, 371.8, 216.9]",0,18165,612.9,806.9,984.7,1023.8,371.8,216.9
3825,2,88200.06,"[566.5, 697.4, 309.8, 284.7]",0,18166,566.5,697.4,876.3,982.0999999999999,309.8,284.7
3825,2,41377.68,"[636.3, 693.1, 227.6, 181.8]",0,18167,636.3,693.1,863.9,874.9000000000001,227.6,181.8
3825,2,12195.81,"[742.6, 770.5, 106.7, 114.3]",0,18168,742.6,770.5,849.3000000000001,884.8,106.7,114.3
3825,2,2191.14,"[793.4, 812.4, 42.3, 51.8]",0,18169,793.4,812.4,835.6999999999999,864.1999999999999,42.3,51.8
3825,2,3829.5,"[806.9, 791.4, 45.0, 85.1]",0,18170,806.9,791.4,851.9,876.5,45.0,85.1
3825,2,3997.47,"[794.1, 730.2, 68.1, 58.7]",0,18171,794.1,730.2,862.2,788.9000000000001,68.1,58.7
3825,2,4693.92,"[807.6, 754.5, 52.8, 88.9]",0,18172,807.6,754.5,860.4,843.4,52.8,88.9
3825,2,49041.23,"[843.5, 724.3, 180.1, 272.3]",0,18173,843.5,724.3,1023.6,996.5999999999999,180.1,272.3
3825,2,24965.36,"[860.1, 713.1, 163.6, 152.6]",0,18174,860.1,713.1,1023.7,865.7,163.6,152.6
3825,7,9075.37,"[722.6, 678.6, 233.3, 38.9]",0,18175,722.6,678.6,955.9000000000001,717.5,233.3,38.9
3825,6,924.73,"[751.1, 663.9, 58.9, 15.7]",0,18176,751.1,663.9,810.0,679.6,58.9,15.7
3825,7,17431.92,"[684.0, 600.1, 220.1, 79.2]",0,18177,684.0,600.1,904.1,679.3000000000001,220.1,79.2
3825,2,45855.36,"[750.1, 527.0, 273.6, 167.6]",0,18178,750.1,527.0,1023.7,694.6,273.6,167.6
3825,2,24739.38,"[873.3, 613.1, 150.3, 164.6]",0,18179,873.3,613.1,1023.5999999999999,777.7,150.3,164.6
3825,2,32009.67,"[473.4, 438.9, 238.7, 134.1]",0,18180,473.4,438.9,712.0999999999999,573.0,238.7,134.1
3825,2,28343.6,"[466.6, 403.8, 236.0, 120.1]",0,18181,466.6,403.8,702.6,523.9,236.0,120.1
3825,2,102320.74,"[349.1, 320.0, 439.9, 232.6]",0,18182,349.1,320.0,789.0,552.6,439.9,232.6
3825,1,5343.94,"[506.9, 389.1, 93.1, 57.4]",0,18183,506.9,389.1,600.0,446.5,93.1,57.4
3825,1,2066.24,"[747.0, 543.7, 35.2, 58.7]",0,18184,747.0,543.7,782.2,602.4000000000001,35.2,58.7
3825,2,98182.7,"[402.3, 334.2, 451.0, 217.7]",0,18185,402.3,334.2,853.3,551.9,451.0,217.7
3825,2,90098.05,"[403.6, 330.7, 479.5, 187.9]",0,18186,403.6,330.7,883.1,518.6,479.5,187.9
3825,8,38151.45,"[800.2, 315.4, 223.5, 170.7]",0,18187,800.2,315.4,1023.7,486.09999999999997,223.5,170.7
3825,8,19668.24,"[838.4, 447.0, 185.2, 106.2]",0,18188,838.4,447.0,1023.5999999999999,553.2,185.2,106.2
3825,7,1710.41,"[1001.3, 433.8, 22.3, 76.7]",0,18189,1001.3,433.8,1023.5999999999999,510.5,22.3,76.7
3825,1,40159.44,"[498.5, 451.6, 346.8, 115.8]",0,18190,498.5,451.6,845.3,567.4,346.8,115.8
3825,8,22184.04,"[427.0, 146.0, 133.8, 165.8]",0,18191,427.0,146.0,560.8,311.8,133.8,165.8
3825,8,76892.4,"[400.3, 138.9, 318.0, 241.8]",0,18192,400.3,138.9,718.3,380.70000000000005,318.0,241.8
3825,8,87780.0,"[291.6, 703.5, 300.0, 292.6]",0,18193,291.6,703.5,591.6,996.1,300.0,292.6
3825,1,19107.16,"[583.1, 533.8, 162.2, 117.8]",0,18194,583.1,533.8,745.3,651.5999999999999,162.2,117.8
3826,4,5435.08,"[90.5, 749.8, 82.6, 65.8]",0,18195,90.5,749.8,173.1,815.5999999999999,82.6,65.8
3826,1,52056.55,"[360.5, 505.8, 336.5, 154.7]",0,18196,360.5,505.8,697.0,660.5,336.5,154.7
3827,6,274972.62,"[13.3, 358.4, 907.8, 302.9]",0,18197,13.3,358.4,921.0999999999999,661.3,907.8,302.9
3828,3,55434.59,"[255.5, 51.1, 264.1, 209.9]",0,18198,255.5,51.1,519.6,261.0,264.1,209.9
3828,2,739695.84,"[81.3, 154.1, 880.8, 839.8]",0,18199,81.3,154.1,962.0999999999999,993.9,880.8,839.8
3828,1,16273.6,"[68.6, 561.4, 112.0, 145.3]",0,18200,68.6,561.4,180.6,706.7,112.0,145.3
3829,4,85242.56,"[333.2, 398.2, 322.4, 264.4]",0,18201,333.2,398.2,655.5999999999999,662.5999999999999,322.4,264.4
3830,8,37952.94,"[81.3, 0.0, 187.7, 202.2]",0,18202,81.3,0.0,269.0,202.2,187.7,202.2
3830,8,170928.95,"[167.4, 108.4, 270.5, 631.9]",0,18203,167.4,108.4,437.9,740.3,270.5,631.9
3830,8,310003.34,"[467.8, 144.3, 434.3, 713.8]",0,18204,467.8,144.3,902.1,858.0999999999999,434.3,713.8
3831,6,123704.12,"[300.7, 142.0, 243.8, 507.4]",0,18205,300.7,142.0,544.5,649.4,243.8,507.4
3831,6,210761.5,"[196.7, 546.0, 672.5, 313.4]",0,18206,196.7,546.0,869.2,859.4,672.5,313.4
3832,1,406199.55,"[97.2, 193.5, 628.5, 646.3]",0,18207,97.2,193.5,725.7,839.8,628.5,646.3
3833,1,215954.38,"[352.2, 240.3, 317.3, 680.6]",0,18208,352.2,240.3,669.5,920.9000000000001,317.3,680.6
3834,1,114090.92,"[359.1, 379.6, 287.6, 396.7]",0,18209,359.1,379.6,646.7,776.3,287.6,396.7
3834,1,10310.86,"[447.8, 324.4, 65.8, 156.7]",0,18210,447.8,324.4,513.6,481.09999999999997,65.8,156.7
3835,8,36391.68,"[714.4, 354.2, 145.8, 249.6]",0,18211,714.4,354.2,860.2,603.8,145.8,249.6
3835,8,8516.52,"[705.0, 250.6, 57.7, 147.6]",0,18212,705.0,250.6,762.7,398.2,57.7,147.6
3835,2,417883.78,"[206.2, 201.5, 526.7, 793.4]",0,18213,206.2,201.5,732.9000000000001,994.9,526.7,793.4
3835,7,54688.35,"[429.7, 217.1, 246.9, 221.5]",0,18214,429.7,217.1,676.6,438.6,246.9,221.5
3835,7,72784.9,"[336.3, 219.4, 328.6, 221.5]",0,18215,336.3,219.4,664.9000000000001,440.9,328.6,221.5
3835,7,114843.24,"[208.8, 149.7, 428.2, 268.2]",0,18216,208.8,149.7,637.0,417.9,428.2,268.2
3835,7,127690.35,"[218.7, 82.6, 429.5, 297.3]",0,18217,218.7,82.6,648.2,379.9,429.5,297.3
3835,7,50579.72,"[290.3, 54.9, 264.4, 191.3]",0,18218,290.3,54.9,554.7,246.20000000000002,264.4,191.3
3835,7,56801.78,"[307.0, 88.0, 272.3, 208.6]",0,18219,307.0,88.0,579.3,296.6,272.3,208.6
3835,8,13246.58,"[981.6, 635.9, 42.2, 313.9]",0,18220,981.6,635.9,1023.8000000000001,949.8,42.2,313.9
3836,1,3690.09,"[115.1, 541.6, 71.1, 51.9]",0,18221,115.1,541.6,186.2,593.5,71.1,51.9
3836,2,167033.25,"[191.8, 254.2, 365.1, 457.5]",0,18222,191.8,254.2,556.9000000000001,711.7,365.1,457.5
3836,2,32368.05,"[213.6, 540.1, 150.9, 214.5]",0,18223,213.6,540.1,364.5,754.6,150.9,214.5
3836,1,11259.84,"[351.8, 347.9, 177.6, 63.4]",0,18224,351.8,347.9,529.4,411.29999999999995,177.6,63.4
